Lead ID,First Name,Last Name,Email,Phone,Location,Group Name,Group URL,Member Count,Category,Engagement Score,Lead Score,Interests,Last Active,Extracted Date
lead_1755462320566_566,"Joshua","Rosenberg",joshua.rosenberg@yahoo.com,+1-305-546-3612,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",14,45,"Jewish Cuisine; Food Reviews",2025-07-13T19:44:38.866Z,2025-08-17T20:25:20.566Z
lead_1755462320566_567,"Sarah","Levy",sarah.levy@gmail.com,+1-754-546-6278,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",78,81,"Food Reviews; Kosher Food",2024-06-04T05:26:17.771Z,2025-08-17T20:25:20.566Z
lead_1755462320566_568,"Miriam","Berger",miriam.berger@aol.com,+1-561-374-6361,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",3,46,"Cooking",2025-06-21T01:24:08.173Z,2025-08-17T20:25:20.566Z
lead_1755462320566_569,"Miriam","Stein",miriam.stein@aol.com,+1-772-262-4325,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",87,62,"Cooking; Restaurants; Food Reviews",2024-12-09T18:59:22.803Z,2025-08-17T20:25:20.566Z
lead_1755462320566_570,"Ruth","Rosenberg",ruth.rosenberg@gmail.com,+1-305-789-1136,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",71,93,"Kosher Food",2025-06-27T09:26:25.701Z,2025-08-17T20:25:20.566Z
lead_1755462320566_571,"Samuel","Stein",samuel.stein@outlook.com,+1-239-827-8080,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",20,26,"Food Reviews; Kosher Food",2025-03-16T06:38:07.535Z,2025-08-17T20:25:20.566Z
lead_1755462320566_572,"Rebecca","Rosenberg",rebecca.rosenberg@gmail.com,+1-941-746-6674,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",63,29,"Cooking; Kosher Food",2025-05-01T19:49:42.154Z,2025-08-17T20:25:20.566Z
lead_1755462320566_573,"Aaron","Klein",aaron.klein@yahoo.com,+1-305-169-9306,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",19,39,"Cooking",2024-05-19T14:57:00.212Z,2025-08-17T20:25:20.566Z
lead_1755462320566_574,"Leah","Roth",leah.roth@gmail.com,+1-863-885-7838,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",66,100,"Food Reviews",2025-03-24T16:02:20.218Z,2025-08-17T20:25:20.566Z
lead_1755462320566_575,"Rachel","Cohen",rachel.cohen@hotmail.com,+1-786-457-2887,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",34,97,"Jewish Cuisine",2024-09-16T10:44:38.016Z,2025-08-17T20:25:20.566Z
lead_1755462320566_576,"Rachel","Greenberg",rachel.greenberg@hotmail.com,+1-954-624-8545,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",50,4,"Cooking",2025-06-10T11:35:28.512Z,2025-08-17T20:25:20.566Z
lead_1755462320566_577,"Michael","Friedman",michael.friedman@outlook.com,+1-561-491-6699,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",69,86,"Jewish Cuisine; Cooking; Food Reviews",2025-08-03T16:37:21.806Z,2025-08-17T20:25:20.566Z
lead_1755462320566_578,"David","Berger",david.berger@yahoo.com,+1-786-157-6592,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",91,66,"Restaurants",2024-01-26T14:27:01.447Z,2025-08-17T20:25:20.566Z
lead_1755462320566_579,"Joshua","Davis",joshua.davis@outlook.com,+1-863-874-7580,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",100,58,"Jewish Cuisine",2024-06-06T18:38:40.130Z,2025-08-17T20:25:20.566Z
lead_1755462320566_580,"Miriam","Davis",miriam.davis@gmail.com,+1-754-571-6741,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",4,4,"Food Reviews; Restaurants",2024-12-26T19:18:20.375Z,2025-08-17T20:25:20.566Z
lead_1755462320566_581,"Jacob","Klein",jacob.klein@hotmail.com,+1-954-443-5856,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",77,44,"Cooking; Food Reviews",2024-12-28T00:41:52.041Z,2025-08-17T20:25:20.566Z
lead_1755462320566_582,"Rebecca","Klein",rebecca.klein@aol.com,+1-305-166-4855,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",62,78,"Kosher Food",2025-02-01T20:17:17.249Z,2025-08-17T20:25:20.566Z
lead_1755462320566_583,"Aaron","Friedman",aaron.friedman@yahoo.com,+1-850-130-3234,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",44,100,"Jewish Cuisine",2024-07-23T09:45:25.683Z,2025-08-17T20:25:20.566Z
lead_1755462320566_584,"Aaron","Miller",aaron.miller@hotmail.com,+1-941-392-8170,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",23,1,"Restaurants; Food Reviews",2025-06-15T05:47:43.233Z,2025-08-17T20:25:20.566Z
lead_1755462320566_585,"Joseph","Goldberg",joseph.goldberg@gmail.com,+1-863-768-4779,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",10,38,"Food Reviews; Kosher Food; Jewish Cuisine",2025-01-23T04:50:24.428Z,2025-08-17T20:25:20.566Z
lead_1755462320566_586,"Daniel","Shapiro",daniel.shapiro@outlook.com,+1-305-848-2517,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",62,28,"Jewish Cuisine; Cooking",2024-08-07T00:39:05.550Z,2025-08-17T20:25:20.566Z
lead_1755462320566_587,"Naomi","Shapiro",naomi.shapiro@aol.com,+1-772-897-6492,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",100,11,"Restaurants; Food Reviews",2024-11-11T17:36:10.266Z,2025-08-17T20:25:20.566Z
lead_1755462320566_588,"Benjamin","Berger",benjamin.berger@gmail.com,+1-305-313-6548,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",95,13,"Food Reviews; Restaurants",2024-04-11T09:43:50.348Z,2025-08-17T20:25:20.566Z
lead_1755462320566_589,"Leah","Cohen",leah.cohen@gmail.com,+1-786-855-4646,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",8,90,"Kosher Food; Restaurants",2024-12-01T10:43:59.142Z,2025-08-17T20:25:20.566Z
lead_1755462320566_590,"Rachel","Weiss",rachel.weiss@hotmail.com,+1-239-432-2359,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",56,97,"Kosher Food; Cooking",2024-09-28T09:16:52.787Z,2025-08-17T20:25:20.566Z
lead_1755462320566_591,"Rachel","Shapiro",rachel.shapiro@gmail.com,+1-863-739-3836,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",6,82,"Restaurants",2024-03-29T17:20:28.411Z,2025-08-17T20:25:20.566Z
lead_1755462320566_592,"Jacob","Weinstein",jacob.weinstein@yahoo.com,+1-561-206-6885,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",23,18,"Food Reviews",2025-02-08T03:22:37.202Z,2025-08-17T20:25:20.566Z
lead_1755462320566_593,"Hannah","Levy",hannah.levy@aol.com,+1-941-298-2989,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",39,4,"Food Reviews; Restaurants",2024-06-15T16:53:31.470Z,2025-08-17T20:25:20.566Z
lead_1755462320566_594,"Joshua","Friedman",joshua.friedman@hotmail.com,+1-239-547-9084,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",100,99,"Kosher Food",2024-08-18T17:49:47.477Z,2025-08-17T20:25:20.566Z
lead_1755462320566_595,"David","Levy",david.levy@outlook.com,+1-239-804-6413,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",82,49,"Jewish Cuisine",2025-01-06T11:14:44.188Z,2025-08-17T20:25:20.566Z
lead_1755462320566_596,"Hannah","Stein",hannah.stein@outlook.com,+1-954-234-9546,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",91,10,"Cooking",2024-01-08T18:19:44.231Z,2025-08-17T20:25:20.566Z
lead_1755462320566_597,"Rachel","Davis",rachel.davis@gmail.com,+1-863-240-3807,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",61,24,"Restaurants",2024-06-30T06:07:10.476Z,2025-08-17T20:25:20.566Z
lead_1755462320566_598,"Jacob","Rosenberg",jacob.rosenberg@yahoo.com,+1-772-855-1305,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",99,79,"Restaurants; Food Reviews",2025-01-04T22:10:35.294Z,2025-08-17T20:25:20.566Z
lead_1755462320566_599,"David","Davis",david.davis@yahoo.com,+1-239-330-9254,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",65,12,"Kosher Food; Jewish Cuisine",2025-07-04T13:52:28.573Z,2025-08-17T20:25:20.566Z
lead_1755462320566_600,"Aaron","Goldman",aaron.goldman@outlook.com,+1-772-113-2358,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",24,52,"Jewish Cuisine",2024-02-13T23:59:27.395Z,2025-08-17T20:25:20.566Z
lead_1755462320566_601,"David","Goldman",david.goldman@hotmail.com,+1-954-975-6283,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",14,96,"Jewish Cuisine; Food Reviews",2024-01-10T20:30:39.570Z,2025-08-17T20:25:20.566Z
lead_1755462320566_602,"Naomi","Weiss",naomi.weiss@aol.com,+1-786-154-3623,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",16,43,"Kosher Food",2024-11-28T08:22:18.256Z,2025-08-17T20:25:20.566Z
lead_1755462320566_603,"Joseph","Cohen",joseph.cohen@hotmail.com,+1-954-753-3488,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",86,26,"Jewish Cuisine",2025-06-16T18:31:20.946Z,2025-08-17T20:25:20.566Z
lead_1755462320566_604,"Aaron","Cohen",aaron.cohen@gmail.com,+1-754-779-1371,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",70,66,"Jewish Cuisine; Cooking",2024-04-16T06:48:24.038Z,2025-08-17T20:25:20.566Z
lead_1755462320566_605,"Hannah","Goldman",hannah.goldman@aol.com,+1-754-178-6505,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",41,52,"Food Reviews; Restaurants",2025-05-22T16:04:51.420Z,2025-08-17T20:25:20.566Z
lead_1755462320566_606,"Esther","Klein",esther.klein@aol.com,+1-305-613-3543,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",19,53,"Restaurants",2024-07-29T21:38:31.345Z,2025-08-17T20:25:20.566Z
lead_1755462320566_607,"Jonathan","Goldberg",jonathan.goldberg@hotmail.com,+1-239-429-4924,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",51,52,"Cooking",2024-05-08T09:39:12.172Z,2025-08-17T20:25:20.566Z
lead_1755462320566_608,"Hannah","Friedman",hannah.friedman@yahoo.com,+1-850-793-3397,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",97,47,"Cooking; Kosher Food",2025-07-16T23:51:07.407Z,2025-08-17T20:25:20.566Z
lead_1755462320566_609,"Daniel","Stein",daniel.stein@outlook.com,+1-941-621-3944,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",4,82,"Cooking; Jewish Cuisine",2024-02-04T17:07:11.358Z,2025-08-17T20:25:20.566Z
lead_1755462320566_610,"Daniel","Shapiro",daniel.shapiro@aol.com,+1-239-234-8890,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",74,21,"Cooking; Jewish Cuisine",2024-09-21T04:35:40.882Z,2025-08-17T20:25:20.566Z
lead_1755462320566_611,"Hannah","Silver",hannah.silver@outlook.com,+1-561-526-2428,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",59,35,"Kosher Food",2024-05-30T05:22:47.902Z,2025-08-17T20:25:20.566Z
lead_1755462320566_612,"Hannah","Levy",hannah.levy@outlook.com,+1-561-835-1240,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",14,4,"Kosher Food; Restaurants; Cooking",2025-06-19T08:43:28.008Z,2025-08-17T20:25:20.566Z
lead_1755462320566_613,"Rachel","Silver",rachel.silver@aol.com,+1-239-198-8341,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",66,15,"Jewish Cuisine",2024-09-30T23:25:36.895Z,2025-08-17T20:25:20.566Z
lead_1755462320566_614,"Rebecca","Miller",rebecca.miller@outlook.com,+1-850-503-7447,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",64,62,"Kosher Food",2025-07-20T01:00:48.751Z,2025-08-17T20:25:20.566Z
lead_1755462320566_615,"Sarah","Roth",sarah.roth@outlook.com,+1-863-585-1422,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",93,13,"Restaurants",2024-09-23T03:56:26.023Z,2025-08-17T20:25:20.566Z
lead_1755462320566_616,"Jonathan","Silver",jonathan.silver@aol.com,+1-863-702-7589,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",48,2,"Kosher Food; Restaurants",2025-02-07T14:56:06.169Z,2025-08-17T20:25:20.566Z
lead_1755462320566_617,"Samuel","Weiss",samuel.weiss@aol.com,+1-754-759-4178,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",36,11,"Food Reviews; Cooking",2024-04-06T00:35:10.986Z,2025-08-17T20:25:20.566Z
lead_1755462320566_618,"Jacob","Rosenberg",jacob.rosenberg@hotmail.com,+1-754-526-2823,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",91,51,"Restaurants",2025-01-15T07:58:45.531Z,2025-08-17T20:25:20.566Z
lead_1755462320566_619,"Rachel","Goldberg",rachel.goldberg@aol.com,+1-772-491-5767,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",77,87,"Restaurants; Jewish Cuisine",2024-11-30T11:01:01.097Z,2025-08-17T20:25:20.566Z
lead_1755462320566_620,"Esther","Greenberg",esther.greenberg@gmail.com,+1-561-364-8283,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",67,84,"Jewish Cuisine; Restaurants",2025-04-12T17:57:20.397Z,2025-08-17T20:25:20.566Z
lead_1755462320566_621,"Hannah","Klein",hannah.klein@yahoo.com,+1-239-711-6387,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",92,72,"Cooking",2025-04-25T06:36:59.804Z,2025-08-17T20:25:20.566Z
lead_1755462320566_622,"Naomi","Shapiro",naomi.shapiro@gmail.com,+1-941-547-9715,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",28,90,"Cooking; Food Reviews",2024-01-28T17:26:17.411Z,2025-08-17T20:25:20.566Z
lead_1755462320566_623,"Aaron","Miller",aaron.miller@gmail.com,+1-786-196-6115,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",99,47,"Food Reviews; Cooking; Kosher Food",2024-03-29T15:01:44.476Z,2025-08-17T20:25:20.566Z
lead_1755462320566_624,"Joshua","Cohen",joshua.cohen@gmail.com,+1-850-571-5231,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",79,95,"Cooking; Food Reviews",2025-02-10T03:27:55.300Z,2025-08-17T20:25:20.566Z
lead_1755462320566_625,"Benjamin","Gordon",benjamin.gordon@hotmail.com,+1-772-472-2922,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",100,35,"Kosher Food; Jewish Cuisine",2024-12-28T08:41:08.225Z,2025-08-17T20:25:20.566Z
lead_1755462320566_626,"Ruth","Shapiro",ruth.shapiro@gmail.com,+1-954-627-4135,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",99,47,"Food Reviews; Jewish Cuisine",2024-01-19T03:16:43.186Z,2025-08-17T20:25:20.566Z
lead_1755462320566_627,"Jacob","Roth",jacob.roth@aol.com,+1-772-753-8031,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",100,55,"Kosher Food; Jewish Cuisine",2024-12-28T17:36:01.119Z,2025-08-17T20:25:20.566Z
lead_1755462320566_628,"Joseph","Roth",joseph.roth@yahoo.com,+1-772-262-1649,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",25,97,"Kosher Food; Food Reviews; Cooking",2024-07-28T01:09:43.863Z,2025-08-17T20:25:20.566Z
lead_1755462320566_629,"Sarah","Davis",sarah.davis@outlook.com,+1-786-169-3419,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",94,14,"Kosher Food; Restaurants; Jewish Cuisine",2024-06-18T16:40:48.521Z,2025-08-17T20:25:20.566Z
lead_1755462320566_630,"Hannah","Shapiro",hannah.shapiro@outlook.com,+1-561-234-3417,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",92,39,"Cooking",2025-01-05T04:54:57.987Z,2025-08-17T20:25:20.566Z
lead_1755462320566_631,"Michael","Silver",michael.silver@yahoo.com,+1-561-595-8459,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",91,70,"Food Reviews; Kosher Food; Restaurants",2024-05-19T22:53:58.989Z,2025-08-17T20:25:20.566Z
lead_1755462320566_632,"Hannah","Gordon",hannah.gordon@outlook.com,+1-561-154-4518,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",88,10,"Food Reviews; Jewish Cuisine; Cooking",2024-09-13T11:39:12.463Z,2025-08-17T20:25:20.566Z
lead_1755462320566_633,"Benjamin","Goldberg",benjamin.goldberg@gmail.com,+1-863-453-7147,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",7,74,"Restaurants; Kosher Food",2025-02-20T04:01:32.447Z,2025-08-17T20:25:20.566Z
lead_1755462320566_634,"Michael","Weinstein",michael.weinstein@hotmail.com,+1-954-299-1648,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",76,66,"Food Reviews; Jewish Cuisine",2024-02-16T13:45:59.738Z,2025-08-17T20:25:20.566Z
lead_1755462320566_635,"David","Cohen",david.cohen@gmail.com,+1-754-114-5932,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",61,96,"Cooking",2024-04-09T02:08:05.112Z,2025-08-17T20:25:20.566Z
lead_1755462320566_636,"Benjamin","Cohen",benjamin.cohen@outlook.com,+1-786-364-5625,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",28,81,"Restaurants",2025-06-10T16:41:40.183Z,2025-08-17T20:25:20.566Z
lead_1755462320566_637,"Joshua","Friedman",joshua.friedman@aol.com,+1-305-663-3112,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",56,16,"Cooking",2024-06-04T07:31:00.718Z,2025-08-17T20:25:20.566Z
lead_1755462320566_638,"Hannah","Rosenberg",hannah.rosenberg@aol.com,+1-954-128-8270,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",18,50,"Food Reviews; Cooking",2024-05-07T00:34:02.517Z,2025-08-17T20:25:20.566Z
lead_1755462320566_639,"Naomi","Klein",naomi.klein@hotmail.com,+1-754-560-3804,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",87,76,"Cooking",2025-01-07T05:15:17.222Z,2025-08-17T20:25:20.566Z
lead_1755462320566_640,"Esther","Cohen",esther.cohen@yahoo.com,+1-561-805-3690,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",9,32,"Restaurants",2024-06-10T08:57:36.477Z,2025-08-17T20:25:20.566Z
lead_1755462320566_641,"Miriam","Shapiro",miriam.shapiro@aol.com,+1-863-153-5772,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",1,61,"Jewish Cuisine; Food Reviews",2024-12-14T11:59:59.612Z,2025-08-17T20:25:20.566Z
lead_1755462320566_642,"Benjamin","Weiss",benjamin.weiss@yahoo.com,+1-941-785-7098,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",85,22,"Kosher Food; Food Reviews",2024-03-26T18:17:30.449Z,2025-08-17T20:25:20.566Z
lead_1755462320567_643,"Esther","Klein",esther.klein@aol.com,+1-786-542-4826,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",94,53,"Jewish Cuisine; Cooking",2025-05-02T22:09:29.535Z,2025-08-17T20:25:20.567Z
lead_1755462320567_644,"Joseph","Davis",joseph.davis@yahoo.com,+1-954-559-2130,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",53,66,"Restaurants; Food Reviews; Jewish Cuisine",2024-12-28T22:31:15.780Z,2025-08-17T20:25:20.567Z
lead_1755462320567_645,"Ruth","Greenberg",ruth.greenberg@aol.com,+1-786-428-2278,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",26,89,"Food Reviews; Cooking",2024-08-16T11:24:07.084Z,2025-08-17T20:25:20.567Z
lead_1755462320567_646,"Michael","Klein",michael.klein@outlook.com,+1-305-589-8361,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",67,29,"Kosher Food",2024-05-07T04:34:09.514Z,2025-08-17T20:25:20.567Z
lead_1755462320567_647,"Samuel","Friedman",samuel.friedman@hotmail.com,+1-941-661-2013,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",59,53,"Restaurants; Jewish Cuisine",2025-07-05T17:01:17.159Z,2025-08-17T20:25:20.567Z
lead_1755462320567_648,"Esther","Cohen",esther.cohen@outlook.com,+1-772-996-6244,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",2,14,"Cooking; Kosher Food",2025-04-12T10:19:19.094Z,2025-08-17T20:25:20.567Z
lead_1755462320567_649,"Joshua","Weinstein",joshua.weinstein@gmail.com,+1-954-827-6132,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",59,29,"Kosher Food",2024-02-11T06:21:54.287Z,2025-08-17T20:25:20.567Z
lead_1755462320567_650,"Esther","Friedman",esther.friedman@yahoo.com,+1-863-169-6224,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",28,36,"Cooking; Kosher Food; Food Reviews",2024-07-21T19:04:24.364Z,2025-08-17T20:25:20.567Z
lead_1755462320567_651,"Benjamin","Gordon",benjamin.gordon@outlook.com,+1-786-179-3146,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",64,34,"Jewish Cuisine",2025-02-23T00:26:17.727Z,2025-08-17T20:25:20.567Z
lead_1755462320567_652,"Deborah","Miller",deborah.miller@outlook.com,+1-850-640-5065,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",61,39,"Jewish Cuisine",2024-08-19T15:58:08.269Z,2025-08-17T20:25:20.567Z
lead_1755462320567_653,"David","Silver",david.silver@aol.com,+1-863-868-4498,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",80,12,"Food Reviews; Kosher Food; Restaurants",2024-02-23T23:43:50.575Z,2025-08-17T20:25:20.567Z
lead_1755462320567_654,"Daniel","Cohen",daniel.cohen@gmail.com,+1-850-960-7172,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",91,95,"Food Reviews",2024-06-07T02:46:33.721Z,2025-08-17T20:25:20.567Z
lead_1755462320567_655,"Joseph","Weiss",joseph.weiss@gmail.com,+1-954-567-6250,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",83,66,"Food Reviews; Kosher Food",2024-04-11T08:13:06.909Z,2025-08-17T20:25:20.567Z
lead_1755462320567_656,"Jonathan","Davis",jonathan.davis@outlook.com,+1-954-499-9161,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",31,26,"Kosher Food",2024-10-26T19:13:49.113Z,2025-08-17T20:25:20.567Z
lead_1755462320567_657,"Michael","Levy",michael.levy@yahoo.com,+1-954-636-3689,"Global","Jewish Food x What Jew Wanna Eat",https://www.facebook.com/groups/623411674373589/,81500,"Food & Dining",80,39,"Cooking; Jewish Cuisine",2024-10-31T13:13:07.221Z,2025-08-17T20:25:20.567Z
